Type,Method,Regionname,Rooms,Bathroom,Car,Distance,Distance_2,YearBuilt,YearBuilt_2,YearBuilt_3,Propertycount,Log_landsize,Log_buildingarea,CPI,SC_Distance,Jan_h,Feb_t,Log_price
h,S,Western Metropolitan,3,1,1,14.5,210.25,1975,3900625,886200217,1119,6.546785410760524,4.890349128221754,1.01404,18.655657659688693,0,0,13.487007879880162
h,S,Southern Metropolitan,4,3,3,9.8,96.04000000000002,2010,4040100,469333592,534,6.163314804034641,5.442417710521793,1.01404,13.956368481287136,0,0,14.603968372873895
h,VB,Northern Metropolitan,3,2,2,2.5,6.25,2005,4020025,529784467,4019,5.3706380281276624,5.25227342804663,1.01708212,4.9204662510716695,0,0,14.115615891155079
u,S,Northern Metropolitan,2,2,1,2.5,6.25,2009,4036081,481447863,4019,0.0,4.553876891600541,1.01708212,5.007124343727148,0,0,13.527829818844937
h,S,Northern Metropolitan,2,1,2,2.5,6.25,1890,3572100,1838665592,4019,5.476463551931511,4.584967478670572,1.01708212,4.970263530236098,0,0,14.085538458535822
h,S,Northern Metropolitan,2,1,0,2.5,6.25,1900,3610000,1730934592,4019,4.997212273764115,4.454347296253507,1.01708212,4.765245346497476,0,0,14.089347984049986
h,S,Northern Metropolitan,2,1,0,2.5,6.25,1900,3610000,1730934592,4019,5.093750200806762,4.5217885770490405,1.01708212,5.617782830299455,0,0,13.981025843899115
h,SP,Northern Metropolitan,3,2,1,2.5,6.25,1998,3992004,613910600,4019,4.795790545596741,4.859812404361672,1.01708212,5.5334634716917135,0,0,13.993657580167481
u,S,Western Metropolitan,2,1,1,13.5,182.25,2012,4048144,445068864,3464,4.795790545596741,4.553876891600541,1.01708212,17.02192975221962,0,0,13.180634172318978
h,PI,Western Metropolitan,3,1,6,13.5,182.25,1975,3900625,886200217,3464,6.96979066990159,4.897839799950911,1.01708212,17.417889901793764,0,0,13.704580114574805
h,S,Western Metropolitan,3,1,1,13.5,182.25,1950,3802500,1175059592,3464,0.0,4.663439094112067,1.01708212,17.290268866249743,0,0,13.598598798635953
t,PI,Western Metropolitan,3,2,2,13.5,182.25,2009,4036081,481447863,3464,5.111987788356544,4.897839799950911,1.01708212,15.935317715149191,0,0,13.45883704259595
t,SP,Western Metropolitan,3,2,1,13.5,182.25,1960,3841600,1060398592,3464,5.683579767338681,4.634728988229636,1.01708212,17.541020324616753,0,0,13.623139877437296
h,S,Western Metropolitan,4,2,3,13.5,182.25,1975,3900625,886200217,3464,6.444131256700441,4.990432586778736,1.01708212,17.243242124800823,0,0,13.710151153416941
h,S,Southern Metropolitan,2,1,1,3.3,10.889999999999999,1900,3610000,1730934592,3280,5.298317366548036,4.68213122712422,1.01708212,2.8896467490728988,0,0,14.566927118346197
h,S,Southern Metropolitan,3,2,1,3.3,10.889999999999999,1900,3610000,1730934592,3280,4.51085950651685,4.812184355372417,1.01708212,3.0278066769578715,0,0,14.403297778421795
h,S,Southern Metropolitan,3,2,1,3.3,10.889999999999999,1880,3534400,1945262592,3280,5.181783550292085,5.204006687076795,1.01708212,3.0840294665466095,0,0,14.776775037890266
h,S,Southern Metropolitan,3,2,2,3.3,10.889999999999999,2000,4000000,589934592,3280,0.0,4.454347296253507,1.01708212,3.128861743423306,0,0,14.130322027731049
h,S,Southern Metropolitan,2,1,0,3.3,10.889999999999999,1890,3572100,1838665592,3280,5.0106352940962555,4.59511985013459,1.01708212,3.3033331648337234,0,0,14.095035198857973
h,S,Southern Metropolitan,2,1,0,3.3,10.889999999999999,1890,3572100,1838665592,3280,4.955827057601261,4.430816798843313,1.01708212,2.982133853833366,0,0,14.261798300592488
h,S,Northern Metropolitan,5,4,4,6.4,40.96000000000001,1910,3648100,1622063592,2211,6.697034247666484,5.111987788356544,1.01708212,11.319128084979846,0,0,14.859314962250004
u,S,Northern Metropolitan,2,1,1,6.4,40.96000000000001,1960,3841600,1060398592,2211,4.48863636973214,4.110873864173311,1.01708212,11.196834985678521,0,0,13.172107372246904
t,S,Northern Metropolitan,2,2,3,6.4,40.96000000000001,2004,4016016,541838528,2211,5.049856007249537,4.948759890378168,1.01708212,11.069738025184563,0,0,13.598598798635953
h,S,Northern Metropolitan,4,2,2,6.4,40.96000000000001,1970,3880900,944561592,2211,6.408528791059498,4.727387818712341,1.01708212,11.818907377827713,0,0,14.419827071265543
h,S,Northern Metropolitan,4,2,2,6.4,40.96000000000001,2008,4032064,493550080,2211,6.3561076606958915,5.605802066295998,1.01708212,12.067853229112545,0,0,14.557448378884015
h,SP,Northern Metropolitan,4,2,2,6.4,40.96000000000001,1930,3724900,1400877592,2211,6.322565239927284,5.60947179518496,1.01708212,9.895183483939817,0,0,14.45736497045232
u,S,Western Metropolitan,2,1,1,13.8,190.44000000000003,1990,3960100,709335592,5301,4.852030263919617,4.343805421853684,1.01708212,17.40781881662528,0,0,13.1421679654829
u,S,Western Metropolitan,2,1,2,13.8,190.44000000000003,1980,3920400,827542592,5301,4.7535901911063645,4.060443010546419,1.01708212,17.64796918255378,0,0,12.959846800844963
u,S,Western Metropolitan,2,1,1,13.8,190.44000000000003,1990,3960100,709335592,5301,4.927253685157205,4.356708826689592,1.01708212,16.036545730453263,0,0,13.010316110729669
h,SP,Western Metropolitan,2,2,1,13.8,190.44000000000003,1950,3802500,1175059592,5301,6.516193076042964,4.61512051684126,1.01708212,17.5066571563049,0,0,13.66119436444038
h,S,Western Metropolitan,3,1,2,11.1,123.21,1960,3841600,1060398592,5132,6.373319789577012,4.584967478670572,1.01708212,9.66050324106886,0,0,13.470200785104238
h,SP,Western Metropolitan,4,1,4,11.1,123.21,1960,3841600,1060398592,5132,6.452048954437226,5.0689042022202315,1.01708212,10.80201628297124,0,0,13.997832948091215
u,PI,Southern Metropolitan,1,1,1,6.3,39.69,1975,3900625,886200217,4836,0.0,3.6635616461296463,1.01708212,10.619530118779196,0,0,12.54254845357358
u,S,Southern Metropolitan,2,1,1,6.3,39.69,1970,3880900,944561592,4836,0.0,4.30406509320417,1.01708212,10.022932201501321,0,0,13.292107839753712
h,S,Southern Metropolitan,2,1,0,6.3,39.69,1910,3648100,1622063592,4836,5.521460917862246,4.574710978503383,1.01708212,9.555550642906557,0,0,14.006131744018864
h,S,Southern Metropolitan,4,2,2,6.3,39.69,1900,3610000,1730934592,4836,6.437751649736401,5.407171771460119,1.01708212,9.59190360856108,0,0,14.845487411257533
h,PI,Southern Metropolitan,3,2,2,6.3,39.69,1910,3648100,1622063592,4836,6.0063531596017325,4.804021044733257,1.01708212,9.446079881861165,0,0,14.403297778421795
h,PI,Southern Metropolitan,4,1,2,6.3,39.69,1900,3610000,1730934592,4836,6.206575926724928,5.099866427824199,1.01708212,11.246388231570936,0,0,14.603968372873895
u,SP,Southern Metropolitan,2,1,1,6.3,39.69,1969,3876961,956198383,4836,0.0,4.31748811353631,1.01708212,10.117172162432258,0,0,13.464535055593716
u,VB,Southern Metropolitan,2,1,1,6.3,39.69,1970,3880900,944561592,4836,0.0,4.59511985013459,1.01708212,10.478089013096916,0,0,13.3374763699232
h,S,Southern Metropolitan,4,1,2,6.3,39.69,1900,3610000,1730934592,4836,6.565264970035361,5.529429087511423,1.01708212,9.900021967120864,0,0,15.103365122132944
h,VB,Southern Metropolitan,4,3,3,6.3,39.69,2000,4000000,589934592,4836,6.335054251498059,5.811140992976701,1.01708212,9.795775231643923,0,0,15.250595321348806
h,S,Southern Metropolitan,3,2,2,6.3,39.69,1998,3992004,613910600,4836,6.42648845745769,5.655991810819852,1.01708212,10.624186843977931,0,0,15.071838877321607
h,PI,Western Metropolitan,2,1,1,5.9,34.81,1900,3610000,1730934592,6567,5.424950017481403,4.477336814478207,1.01708212,7.549878831139436,0,0,13.554147092530322
h,SP,Western Metropolitan,4,1,1,5.9,34.81,1890,3572100,1838665592,6567,5.707110264748875,5.225746673713202,1.01708212,8.016790851798376,0,0,13.698977865303197
h,PI,Western Metropolitan,3,2,2,5.9,34.81,1955,3822025,1117875717,6567,6.089044875446846,4.795790545596741,1.01708212,9.223657874354512,0,0,13.815511557963774
h,S,Western Metropolitan,3,2,2,5.9,34.81,1950,3802500,1175059592,6567,6.278521424165844,4.997212273764115,1.01708212,9.244683236479501,0,0,14.176676104039727
u,S,Western Metropolitan,1,1,1,5.9,34.81,1972,3888784,921252544,6567,0.0,4.07753744390572,1.01708212,8.925808382124883,0,0,12.873904582205107
h,VB,Western Metropolitan,4,2,5,5.9,34.81,1920,3686400,1512046592,6567,6.327936783729195,5.278114659230517,1.01708212,7.800209133744094,0,0,13.910821646859095
u,S,Western Metropolitan,2,1,1,5.9,34.81,1978,3912484,851041240,6567,0.0,4.143134726391533,1.01708212,7.010962525896295,0,0,12.976183182038383
h,S,Western Metropolitan,3,1,2,5.9,34.81,1920,3686400,1512046592,6567,6.2285110035911835,4.709530201312334,1.01708212,7.960065410622468,0,0,13.852325494941947
t,S,Western Metropolitan,3,2,2,5.9,34.81,2013,4052169,432918395,6567,5.765191102784844,5.081404364984463,1.01708212,9.210751985802316,0,0,13.864301674514206
u,S,Western Metropolitan,2,1,1,5.9,34.81,1970,3880900,944561592,6567,0.0,4.189654742026425,1.01708212,8.25863496613771,0,0,12.994532278619134
t,S,Western Metropolitan,3,2,2,5.9,34.81,2003,4012009,553880565,6567,5.303304908059076,4.976733742420574,1.01708212,6.8390759035625,0,0,13.815511557963774
h,S,Southern Metropolitan,3,2,2,11.0,121.0,1920,3686400,1512046592,3052,6.248042874508429,4.983606621708336,1.01708212,15.4816058890496,0,0,14.232904895699024
h,S,Southern Metropolitan,3,1,2,11.0,121.0,1950,3802500,1175059592,3052,6.693323668269949,4.624972813284271,1.01708212,17.213516249286396,0,0,14.352004513273993
h,S,Southern Metropolitan,3,1,3,11.0,121.0,1940,3763600,1288550592,3052,6.660575149839686,5.030437921392435,1.01708212,15.928069032131326,0,0,14.319312171022725
h,VB,Southern Metropolitan,4,2,2,11.0,121.0,1938,3755844,1311108920,3052,6.660575149839686,5.198497031265826,1.01708212,15.956731190443259,0,0,14.253766134056512
h,S,Southern Metropolitan,3,2,3,11.0,121.0,1945,3783025,1231950967,3052,6.555356891810665,4.983606621708336,1.01708212,16.40716185762057,0,0,14.325336281997101
t,S,Southern Metropolitan,3,2,2,11.0,121.0,1990,3960100,709335592,3052,5.0369526024136295,4.709530201312334,1.01708212,16.488454476827673,0,0,13.710151153416941
t,VB,Southern Metropolitan,4,2,2,11.0,121.0,2007,4028049,505640249,3052,5.7745515455444085,5.298317366548036,1.01708212,16.84019316496846,0,0,14.038654909278163
h,S,Southern Metropolitan,5,3,4,11.0,121.0,1950,3802500,1175059592,3052,6.55250788703459,5.58724865840025,1.01708212,16.815772446182173,0,0,14.285514812209815
h,S,Southern Metropolitan,4,2,3,11.0,121.0,2000,4000000,589934592,3052,6.546785410760524,5.616771097666572,1.01708212,16.566077354367295,0,0,14.436087583323648
h,S,Southern Metropolitan,3,1,1,12.2,148.83999999999997,1950,3802500,1175059592,2894,6.675823221634848,6.675823221634848,1.01708212,17.761566990550357,0,0,14.126665719201661
h,VB,Southern Metropolitan,4,2,2,12.2,148.83999999999997,1970,3880900,944561592,2894,6.6895992691789665,5.030437921392435,1.01708212,18.90254919923709,0,0,13.910821646859095
h,S,Southern Metropolitan,3,2,3,12.2,148.83999999999997,1950,3802500,1175059592,2894,6.663132695990803,5.375278407684165,1.01708212,17.98078148318445,0,0,14.304704494723747
h,S,Southern Metropolitan,4,2,1,12.2,148.83999999999997,1930,3724900,1400877592,2894,6.386879319362645,5.545177444479562,1.01708212,17.822761524502628,0,0,14.220976332738882
h,S,Southern Metropolitan,4,2,2,12.2,148.83999999999997,1950,3802500,1175059592,2894,6.642486801367256,5.262690188904886,1.01708212,18.73677226684567,0,0,14.030622744032508
t,S,Southern Metropolitan,3,2,2,12.2,148.83999999999997,2012,4048144,445068864,2894,5.54907608489522,4.90527477843843,1.01708212,19.016615128352953,0,0,13.7107065540917
h,S,Western Metropolitan,4,3,3,10.5,110.25,1970,3880900,944561592,4502,6.635946555686647,5.641907070938114,1.01708212,14.48049783766145,0,0,13.76421831620775
u,PI,Western Metropolitan,2,1,1,10.5,110.25,1995,3980025,649784717,4502,0.0,4.454347296253507,1.01708212,14.284073640337247,0,0,12.926350926565435
h,S,Western Metropolitan,3,2,2,10.5,110.25,1970,3880900,944561592,4502,6.386879319362645,4.6443908991413725,1.01708212,14.72595333736721,0,0,13.598598798635953
u,S,Southern Metropolitan,2,1,1,6.6,43.559999999999995,1960,3841600,1060398592,2952,0.0,4.189654742026425,1.01708212,9.752209637303807,0,0,13.12735290896314
u,S,Southern Metropolitan,2,1,0,6.6,43.559999999999995,1970,3880900,944561592,2952,0.0,4.07753744390572,1.01708212,10.116701374791225,0,0,13.161586013632684
u,S,Southern Metropolitan,2,1,1,9.7,94.08999999999999,1960,3841600,1060398592,5682,0.0,4.30406509320417,1.01708212,13.303277868345385,0,0,13.173058392858724
h,S,Southern Metropolitan,3,1,2,9.7,94.08999999999999,1995,3980025,649784717,5682,5.641907070938114,5.017279836814924,1.01708212,11.766198408023929,0,0,13.715691327653829
h,PI,Southern Metropolitan,4,3,2,9.7,94.08999999999999,2016,4064256,396394496,5682,6.118097198041348,5.733341276897746,1.01708212,14.531184830473682,0,0,14.375126917328105
t,S,Southern Metropolitan,2,1,1,9.7,94.08999999999999,1960,3841600,1060398592,5682,4.804021044733257,4.61512051684126,1.01708212,12.675762393066819,0,0,13.541075028051122
t,S,Southern Metropolitan,3,2,2,9.7,94.08999999999999,2003,4012009,553880565,5682,5.393627546352362,5.10594547390058,1.01708212,12.24989081587284,0,0,14.128129847234714
t,PI,Southern Metropolitan,4,3,2,9.7,94.08999999999999,2009,4036081,481447863,5682,5.488937726156687,5.484796933490655,1.01708212,14.869741789586698,0,0,14.151983508870947
h,S,Southern Metropolitan,4,2,4,9.7,94.08999999999999,1927,3713329,1434349609,5682,6.841615476477592,5.488937726156687,1.01708212,11.419213176452498,0,0,15.000300848683787
h,S,Southern Metropolitan,4,3,2,9.7,94.08999999999999,1997,3988009,625880619,5682,6.51471269087253,5.820082930352362,1.01708212,12.331123362243103,0,0,14.819812533461441
h,S,Southern Metropolitan,4,2,2,9.7,94.08999999999999,1981,3924361,815775451,5682,6.6240652277998935,5.537334267018537,1.01708212,11.086640570074572,0,0,14.598498899562296
u,PI,Southern Metropolitan,2,1,1,9.7,94.08999999999999,1980,3920400,827542592,5682,5.365976015021851,4.532599493153256,1.01708212,12.090251024014897,0,0,13.534474352733596
h,S,Southern Metropolitan,4,2,1,9.7,94.08999999999999,1940,3763600,1288550592,5682,6.501289670540389,5.049856007249537,1.01708212,12.796235346574147,0,0,14.45736497045232
h,S,Southern Metropolitan,3,2,1,9.7,94.08999999999999,1930,3724900,1400877592,5682,6.561030665896573,5.117993812416755,1.01708212,10.96181659923555,0,0,15.039580358020457
h,VB,Southern Metropolitan,3,2,3,9.7,94.08999999999999,1943,3775249,1254625785,5682,6.419994928147142,5.267858159063328,1.01708212,11.603761315023021,0,0,14.375126917328105
h,VB,Southern Metropolitan,4,2,2,9.2,84.63999999999999,1993,3972049,673640935,7809,6.415096959171596,5.62040086571715,1.01708212,15.759119799147577,0,0,14.36939624590319
h,PI,Southern Metropolitan,4,3,2,9.2,84.63999999999999,2006,4024036,517718376,7809,6.489204931325317,5.87493073085203,1.01708212,14.336613060273104,0,0,14.761360480429413
h,S,Southern Metropolitan,4,2,1,9.2,84.63999999999999,1970,3880900,944561592,7809,6.249975242259483,5.5134287461649825,1.01708212,16.21146952897604,0,0,14.143951342934047
h,VB,Southern Metropolitan,4,2,4,9.2,84.63999999999999,1960,3841600,1060398592,7809,6.376726947898627,5.111987788356544,1.01708212,16.326248691281947,0,0,14.403297778421795
h,S,Southern Metropolitan,4,3,2,9.2,84.63999999999999,1992,3968064,685551104,7809,6.976348070447749,5.5134287461649825,1.01708212,12.751579429386425,0,0,14.883663982790228
h,VB,Southern Metropolitan,5,3,2,9.2,84.63999999999999,1955,3822025,1117875717,7809,6.803505257608338,5.87493073085203,1.01708212,13.600158423826429,0,0,14.603968372873895
h,PI,Southern Metropolitan,5,2,2,9.2,84.63999999999999,1955,3822025,1117875717,7809,6.566672429803241,5.14166355650266,1.01708212,15.266114754548019,0,0,14.375126917328105
h,S,Southern Metropolitan,5,2,2,9.2,84.63999999999999,1950,3802500,1175059592,7809,6.910750787961936,5.501258210544727,1.01708212,15.273395138417438,0,0,14.508658238524095
h,PI,Southern Metropolitan,3,1,4,9.2,84.63999999999999,1950,3802500,1175059592,7809,6.406879986069314,4.762173934797756,1.01708212,12.843052485756827,0,0,14.207553321415745
h,S,Southern Metropolitan,3,1,1,9.2,84.63999999999999,1930,3724900,1400877592,7809,6.583409222158765,4.51085950651685,1.01708212,13.956010777846915,0,0,14.413248103774416
h,S,Southern Metropolitan,4,2,2,9.2,84.63999999999999,1950,3802500,1175059592,7809,6.918695219020472,5.5254529391317835,1.01708212,14.31669083609139,0,0,14.606238520377719
h,VB,Southern Metropolitan,3,2,3,9.2,84.63999999999999,1940,3763600,1288550592,7809,6.856461984594587,5.170483995038151,1.01708212,12.742851862100196,0,0,14.557448378884015
h,S,Southern Metropolitan,3,1,2,9.2,84.63999999999999,1960,3841600,1060398592,7809,6.489204931325317,5.0238805208462765,1.01708212,16.006076268171675,0,0,14.316892328595602
h,S,Southern Metropolitan,5,3,2,9.2,84.63999999999999,1955,3822025,1117875717,7809,6.803505257608338,5.87493073085203,1.01708212,13.600158423826429,0,0,14.467836264837162
h,S,Southern Metropolitan,5,2,3,9.2,84.63999999999999,1980,3920400,827542592,7809,6.740519359606223,5.298317366548036,1.01708212,16.28901018970617,0,0,14.260197020251155
h,S,Southern Metropolitan,4,2,2,13.0,169.0,1940,3763600,1288550592,6795,6.415096959171596,4.727387818712341,1.01708212,20.60378158681435,0,0,14.099185362030282
h,S,Southern Metropolitan,3,2,1,13.0,169.0,1910,3648100,1622063592,6795,6.267200548541362,4.912654885736052,1.01708212,19.049597066787797,0,0,14.108180918195472
t,S,Southern Metropolitan,4,3,2,13.0,169.0,2010,4040100,469333592,6795,5.605802066295998,5.327876168789581,1.01708212,20.363526909526527,0,0,13.959611767738522
h,S,Southern Metropolitan,3,1,4,13.0,169.0,1960,3841600,1060398592,6795,6.63200177739563,4.9344739331306915,1.01708212,19.968799974119978,0,0,14.058457520888082
h,SP,Southern Metropolitan,2,1,1,13.0,169.0,1940,3763600,1288550592,6795,5.6937321388027,4.6443908991413725,1.01708212,19.228538357301645,0,0,13.658857917508856
u,SP,Southern Metropolitan,2,1,1,13.0,169.0,1960,3841600,1060398592,6795,4.762173934797756,4.532599493153256,1.01708212,18.89990496307457,0,0,13.384729180332174
h,S,Southern Metropolitan,4,2,4,13.0,169.0,1950,3802500,1175059592,6795,6.805722553416985,5.455321115357702,1.01708212,20.317944755298598,0,0,14.411596576645124
h,S,Southern Metropolitan,4,3,2,13.0,169.0,2008,4032064,493550080,6795,6.324358962381311,5.869296913133774,1.01708212,16.898814389315604,0,0,14.628660974377798
u,S,Southern Metropolitan,2,2,3,13.0,169.0,2005,4020025,529784467,6795,5.424950017481403,6.16541785423142,1.01708212,18.99404618316798,0,0,13.658857917508856
h,PI,Southern Metropolitan,4,2,3,13.0,169.0,1930,3724900,1400877592,6795,6.752270376141742,5.288267030694535,1.01708212,17.883628386672335,0,0,14.436087583323648
h,S,Southern Metropolitan,3,1,1,13.0,169.0,1950,3802500,1175059592,6795,6.450470422144176,4.6913478822291435,1.01708212,19.582866790038228,0,0,14.0724764311489
h,S,Southern Metropolitan,3,2,2,13.0,169.0,1970,3880900,944561592,6795,6.53813982376767,5.5053315359323625,1.01708212,20.866284583218416,0,0,14.099185362030282
t,S,Southern Metropolitan,4,2,3,13.0,169.0,2008,4032064,493550080,6795,5.872117789475416,5.545177444479562,1.01708212,20.72068963259457,0,0,14.036252026586471
u,S,Southern Metropolitan,2,1,3,13.0,169.0,1960,3841600,1060398592,6795,5.820082930352362,4.700480365792417,1.01708212,19.741908902844152,0,0,13.617060838751888
t,PI,Southern Metropolitan,2,1,1,13.0,169.0,1998,3992004,613910600,6795,4.430816798843313,4.68213122712422,1.01708212,19.09929878949379,0,0,13.429849547739444
t,S,Southern Metropolitan,4,3,3,13.0,169.0,2010,4040100,469333592,6795,5.849324779946859,5.3981627015177525,1.01708212,20.093321698964427,0,0,14.093143052138025
h,S,Southern Metropolitan,6,3,2,13.0,169.0,1988,3952144,733072320,6795,6.5638555265321274,5.62040086571715,1.01708212,19.101168449119285,0,0,14.45736497045232
h,S,Southern Metropolitan,4,2,2,13.9,193.21,1970,3880900,944561592,10969,6.405228458030842,5.181783550292085,1.01708212,21.132357945068797,0,0,14.162640795773006
t,S,Southern Metropolitan,4,2,2,13.9,193.21,2012,4048144,445068864,10969,5.723585101952381,5.337538079701318,1.01708212,20.399797984341205,0,0,13.98525417643287
t,S,Southern Metropolitan,4,3,1,13.9,193.21,1960,3841600,1060398592,10969,5.749392985908253,5.117993812416755,1.01708212,21.76330946580876,0,0,13.87378040948403
h,S,Southern Metropolitan,3,2,2,13.9,193.21,1998,3992004,613910600,10969,5.69035945432406,4.983606621708336,1.01708212,22.736507828069357,0,0,13.647093089770562
t,VB,Southern Metropolitan,3,2,1,13.9,193.21,1995,3980025,649784717,10969,5.541263545158426,4.770684624465665,1.01708212,20.647204535773724,0,0,13.664688831019712
t,S,Southern Metropolitan,3,2,2,13.9,193.21,2009,4036081,481447863,10969,5.123963979403259,4.948759890378168,1.01708212,22.093379187181476,0,0,13.733216401013184
h,S,Southern Metropolitan,2,1,1,13.9,193.21,1960,3841600,1060398592,10969,5.707110264748875,4.912654885736052,1.01708212,20.699351727369084,0,0,13.51777949645943
h,PI,Southern Metropolitan,3,2,2,13.9,193.21,1950,3802500,1175059592,10969,6.361302477572996,4.795790545596741,1.01708212,23.657694235910494,0,0,13.732130035981154
t,S,Southern Metropolitan,3,2,2,13.9,193.21,2012,4048144,445068864,10969,5.442417710521793,5.081404364984463,1.01708212,20.412309053553987,0,0,13.74830287778897
h,S,Southern Metropolitan,3,1,2,13.9,193.21,1970,3880900,944561592,10969,6.298949246855942,5.099866427824199,1.01708212,22.103199730914756,0,0,13.79224295456585
h,S,Southern Metropolitan,3,1,2,13.9,193.21,1950,3802500,1175059592,10969,6.532334292222349,4.812184355372417,1.01708212,21.196967031510617,0,0,14.117096275229743
h,SP,Southern Metropolitan,4,2,2,13.9,193.21,1960,3841600,1060398592,10969,6.3561076606958915,5.081404364984463,1.01708212,22.011255783718582,0,0,13.924365859736941
h,S,Southern Metropolitan,2,1,1,13.9,193.21,1950,3802500,1175059592,10969,0.0,4.7535901911063645,1.01708212,20.901637714159136,0,0,13.47302165746721
h,PI,Southern Metropolitan,5,3,2,13.9,193.21,2007,4028049,505640249,10969,6.369900982828227,5.6937321388027,1.01708212,20.95112333515825,0,0,14.253766134056512
u,S,Southern Metropolitan,3,1,2,13.9,193.21,1996,3984016,637838656,10969,6.008813185442595,4.61512051684126,1.01708212,22.872506258347567,0,0,13.579789490265188
h,S,Southern Metropolitan,3,1,2,13.9,193.21,1960,3841600,1060398592,10969,6.391917113392602,4.976733742420574,1.01708212,22.78205022204616,0,0,13.83531416565213
h,PI,Eastern Metropolitan,4,2,3,13.1,171.60999999999999,1905,3629025,1676641967,4605,6.593044534142437,5.123963979403259,1.01708212,15.834017007310697,0,0,14.260197020251155
h,SP,Eastern Metropolitan,3,2,2,13.1,171.60999999999999,1950,3802500,1175059592,4605,6.129050210060545,5.14166355650266,1.01708212,15.652451669458399,0,0,14.354924221672386
h,SP,Eastern Metropolitan,3,1,2,13.1,171.60999999999999,1950,3802500,1175059592,4605,6.311734809152915,4.709530201312334,1.01708212,16.57243558465602,0,0,13.997832948091215
h,S,Eastern Metropolitan,3,1,0,13.1,171.60999999999999,1910,3648100,1622063592,4605,6.60934924316738,5.0238805208462765,1.01708212,15.927042932513324,0,0,14.38082493519599
h,S,Eastern Metropolitan,3,1,2,13.1,171.60999999999999,1950,3802500,1175059592,4605,5.953243334287785,4.6913478822291435,1.01708212,16.385103180640858,0,0,13.762110836088922
t,VB,Eastern Metropolitan,4,2,2,13.1,171.60999999999999,2008,4032064,493550080,4605,5.703782474656201,5.0689042022202315,1.01708212,16.676472978674802,0,0,13.790193775620484
h,S,Eastern Metropolitan,3,1,1,13.1,171.60999999999999,1950,3802500,1175059592,4605,6.555356891810665,4.90527477843843,1.01708212,15.735263630091248,0,0,14.096923772119156
h,S,Eastern Metropolitan,3,2,1,13.1,171.60999999999999,1940,3763600,1288550592,4605,6.467698726104354,5.075173815233827,1.01708212,16.455068725277627,0,0,14.151983508870947
h,SP,Eastern Metropolitan,3,1,2,13.1,171.60999999999999,1930,3724900,1400877592,4605,6.499787040655854,4.672828834461906,1.01708212,15.935264642102513,0,0,14.220976332738882
u,S,Eastern Metropolitan,2,1,1,13.1,171.60999999999999,1970,3880900,944561592,4605,5.0238805208462765,4.418840607796598,1.01708212,15.564048707841875,0,0,13.362955414648066
h,S,Western Metropolitan,3,1,3,10.8,116.64000000000001,1955,3822025,1117875717,3589,6.327936783729195,4.59511985013459,1.01708212,11.744642066528813,0,0,13.26212705890841
h,S,Western Metropolitan,4,2,2,10.8,116.64000000000001,2008,4032064,493550080,3589,5.976350909297934,5.37989735354046,1.01708212,13.32353471363884,0,0,13.689948468775134
t,S,Western Metropolitan,3,2,1,10.8,116.64000000000001,2013,4052169,432918395,3589,5.293304824724492,4.976733742420574,1.01708212,11.890505194562527,0,0,13.269059483669357
h,S,Western Metropolitan,3,2,1,10.8,116.64000000000001,1970,3880900,944561592,3589,6.340359303727752,4.3694478524670215,1.01708212,12.597665967342138,0,0,13.244582780038517
h,S,Southern Metropolitan,3,2,2,11.2,125.43999999999998,1980,3920400,827542592,10579,0.0,4.718498871295094,1.01708212,14.242585477885573,0,0,14.316286451937186
h,PI,Southern Metropolitan,5,2,2,11.2,125.43999999999998,1925,3705625,1456606467,10579,6.486160788944089,5.313205979041787,1.01708212,16.549837652877176,0,0,14.261798300592488
h,PI,Southern Metropolitan,3,3,2,11.2,125.43999999999998,2012,4048144,445068864,10579,5.988961416889864,5.572154032177765,1.01708212,12.250047790189276,0,0,14.53335083891935
h,S,Southern Metropolitan,4,3,2,11.2,125.43999999999998,2000,4000000,589934592,10579,6.4692503167957724,5.8998973535824915,1.01708212,12.584056824232665,0,0,15.015475642097446
u,S,Southern Metropolitan,2,1,2,11.2,125.43999999999998,1935,3744225,1344859217,10579,0.0,4.454347296253507,1.01708212,14.247131510794667,0,0,13.910821646859095
h,S,Southern Metropolitan,3,2,1,11.2,125.43999999999998,1910,3648100,1622063592,10579,5.872117789475416,4.969813299576001,1.01708212,12.445459867924335,0,0,14.316286451937186
h,S,Southern Metropolitan,2,1,0,11.2,125.43999999999998,1920,3686400,1512046592,10579,5.8664680569332965,4.718498871295094,1.01708212,15.029107800940224,0,0,14.266586814266963
h,SP,Southern Metropolitan,3,2,1,11.2,125.43999999999998,1953,3814209,1140784415,10579,6.003887067106539,4.77912349311153,1.01708212,15.728724674621656,0,0,14.394929533419809
h,S,Southern Metropolitan,4,3,2,11.2,125.43999999999998,1990,3960100,709335592,10579,6.338594078203183,5.823045895483019,1.01708212,12.873029127199215,0,0,15.008186492259945
u,S,Southern Metropolitan,1,1,1,11.2,125.43999999999998,1965,3861225,1002627467,10579,0.0,3.713572066704308,1.01708212,14.627413768851955,0,0,12.834683971615659
u,S,Southern Metropolitan,2,1,1,11.2,125.43999999999998,1920,3686400,1512046592,10579,0.0,4.394449154672439,1.01708212,13.676267985519562,0,0,13.535797977912118
